ts,value,residual,z
2013-11-02 23:30:00+01:00,1379.044677734375,495.1591274949101,4.864389059455002
2013-11-02 23:40:00+01:00,1284.8564453125,538.7491671531446,5.302823813830162
2013-11-03 00:20:00+01:00,1126.720458984375,438.2195732819158,4.291683008684312
2013-11-09 00:20:00+01:00,1208.8975830078125,501.1885328464574,4.925033667146579
2013-11-09 21:10:00+01:00,1418.9017333984375,476.99252059864375,4.6816667702613515
2013-11-09 21:30:00+01:00,1428.378662109375,409.23426501449796,4.000144698319114
2013-11-09 21:40:00+01:00,1436.0836181640625,487.00316185198506,4.782355209029895
2013-11-09 21:50:00+01:00,1420.2557373046875,444.3171887235935,4.353013683063295
2013-11-09 22:00:00+01:00,1448.5889892578125,442.8141895219193,4.337896305539009
2013-11-09 22:10:00+01:00,1868.741943359375,689.7509578369549,6.82162107870393
2013-11-09 22:20:00+01:00,1718.0977783203125,594.3801540085876,5.862368109931905
2013-11-09 22:30:00+01:00,1458.0816650390625,481.35773562023417,4.725572717372005
2013-11-09 22:40:00+01:00,1483.8746337890625,520.4513865782526,5.1187821613136135
2013-11-09 23:00:00+01:00,1589.8533935546875,672.0109664466054,6.6431897483168285
2013-11-09 23:10:00+01:00,1564.8187255859375,464.05551869431804,4.551544584166884
2013-11-09 23:20:00+01:00,1494.935791015625,452.01924105425223,4.430482009503303
2013-11-09 23:30:00+01:00,1437.9013671875,661.7816308767644,6.54030165133073
2013-11-09 23:50:00+01:00,1419.305419921875,441.6439748116412,4.326126121270089
2013-11-10 00:00:00+01:00,1469.41650390625,496.78335050753526,4.880725723132624
2013-11-10 00:10:00+01:00,1381.1280517578125,425.82998482240976,4.167066784068726
2013-11-10 00:20:00+01:00,1314.4239501953125,677.8483530019388,6.701903003928583
2013-11-10 00:30:00+01:00,1186.9295654296875,538.6342436082055,5.301667896639162
2013-11-10 00:40:00+01:00,1242.828369140625,507.1167958008648,4.984660970371479
2013-11-10 00:50:00+01:00,1455.6658935546875,640.3816111849651,6.325057241122326
2013-11-10 01:00:00+01:00,1237.24560546875,743.2812242801675,7.360036033213687
2013-11-10 01:10:00+01:00,1145.49951171875,692.0131860503724,6.844374888493202
2013-11-10 01:20:00+01:00,1119.8155517578125,651.9029595828837,6.440940584989802
2013-11-10 01:30:00+01:00,1064.1881103515625,623.1522372526058,6.151761772999375
2013-11-10 01:40:00+01:00,1147.454833984375,700.6831992232228,6.931579101328782
2013-11-12 20:40:00+01:00,1331.72509765625,523.7714406307474,5.152175732286033
2013-11-16 22:00:00+01:00,1573.718017578125,663.0586711033733,6.553146301679074
2013-11-16 22:10:00+01:00,1555.7713623046875,653.3081733681279,6.4550744230319
2013-11-16 22:20:00+01:00,1484.0894775390625,488.36494994154714,4.796052265312462
2013-11-16 22:30:00+01:00,1358.6339111328125,456.7477157629322,4.478041673677126
2013-11-16 22:40:00+01:00,1301.625,439.95670133702436,4.30915528717112
2013-11-16 22:50:00+01:00,1551.050048828125,619.651596356306,6.116551834133561
2013-11-16 23:20:00+01:00,1798.599853515625,786.392537787144,7.7936556925766505
2013-11-16 23:30:00+01:00,1441.4530029296875,457.08512023920764,4.48143533539069
2013-11-16 23:40:00+01:00,1664.666259765625,646.5441536309851,6.38704096044975
2013-11-17 00:10:00+01:00,1322.7198486328125,560.6975391237471,5.523583628441799
2013-11-17 00:20:00+01:00,1494.74462890625,757.1118602546145,7.499146516568418
2013-11-17 01:00:00+01:00,1192.2181396484375,501.67103143597535,4.9298867058737805
2013-11-17 01:10:00+01:00,1120.5462646484375,678.1635796831013,6.705073598257278
2013-11-17 01:20:00+01:00,894.2516479492188,446.271217179378,4.372667576309802
2013-11-17 01:40:00+01:00,973.874755859375,510.44561096256257,5.018142661813426
2013-11-17 01:50:00+01:00,951.6554565429688,522.9368947749631,5.1437817526025
2013-11-18 00:50:00+01:00,379.58251953125,-488.2004842361814,-5.026380327590695
2013-11-18 23:00:00+01:00,618.0778198242188,-386.9720398656931,-4.008210385756965
2013-11-20 23:50:00+01:00,1141.4346923828125,443.38854791026495,4.343673283052497
2013-11-22 22:40:00+01:00,1404.840087890625,443.57909535516296,4.345589836073684
2013-11-22 23:00:00+01:00,1413.341796875,464.9322749058682,4.560363121550005
2013-11-22 23:30:00+01:00,1263.5008544921875,449.86935875260133,4.408858190707768
2013-11-23 00:10:00+01:00,1187.309326171875,449.002893333654,4.400143159565121
2013-11-23 01:00:00+01:00,1195.6180419921875,670.7770215767408,6.630778557132483
2013-11-23 21:10:00+01:00,1464.9178466796875,479.95167383373496,4.711430350013924
2013-11-23 21:50:00+01:00,1537.2113037109375,446.99140582299276,4.379911335057045
2013-11-23 22:00:00+01:00,1535.84326171875,432.0608039219426,4.229737239587425
2013-11-23 22:20:00+01:00,1391.652099609375,432.40618485733626,4.233211129649523
2013-11-23 22:30:00+01:00,1590.805908203125,468.31996424903036,4.594436977795925
2013-11-23 22:40:00+01:00,1608.5469970703125,609.138015054465,6.010804753566151
2013-11-23 22:50:00+01:00,1746.634765625,723.9577770787482,7.1656780814003715
2013-11-23 23:00:00+01:00,1386.4404296875,484.8609616295869,4.760808657668772
2013-11-23 23:30:00+01:00,1231.7816162109375,436.3932006478383,4.27331309566066
2013-11-24 00:30:00+01:00,1282.549560546875,598.0354126715991,5.899133216058447
2013-11-24 01:20:00+01:00,946.625,410.16907058444076,4.0095471043196556
2013-11-24 12:00:00+01:00,1027.0037841796875,477.88363365752025,4.690629710835672
2013-11-24 13:30:00+01:00,1103.4339599609375,533.041630910282,5.24541661093825
2013-11-24 13:40:00+01:00,1151.25439453125,417.84246706369277,4.086727206172775
2013-11-24 13:50:00+01:00,1150.32861328125,507.3008140484869,4.986511851807452
2013-11-24 14:00:00+01:00,1241.39501953125,641.8243403187437,6.339568413820436
2013-11-24 14:20:00+01:00,1125.552490234375,502.12882466031317,4.934491254560609
2013-11-24 14:40:00+01:00,995.9686279296875,412.07188230978556,4.0286858524824165
2013-11-24 15:00:00+01:00,1055.2904052734375,458.72041711142276,4.497883381506763
2013-11-24 15:20:00+01:00,1000.0368041992188,440.61735078163395,4.315800192274362
2013-11-24 15:30:00+01:00,1003.057861328125,436.5232437706836,4.274621087694388
2013-11-24 16:40:00+01:00,1295.7574462890625,679.8548099779655,6.722084230611235
2013-11-24 19:40:00+01:00,1304.6304931640625,482.5613628516521,4.737678969481512
2013-11-24 23:10:00+01:00,764.8411254882812,-409.9611752077634,-4.239438344850915
2013-11-25 22:30:00+01:00,608.746826171875,-451.91709938468057,-4.661436935705938
2013-11-25 23:10:00+01:00,659.416259765625,-418.92742784148413,-4.329622175880956
2013-11-29 22:30:00+01:00,1340.0567626953125,496.5138672533959,4.87801522263152
